,user_id,date,text,compliments,business_id
26,vMf4nEiuCf7ig4k0fMNuzg,2014-04-05 22:01:14,Cine Capre. Always use wait for the cine capre,0,Q3G58vv1ClvH4re9QBsVgQ
27,vPCIxplN7Oz-NB48iUQNfg,2013-09-08 20:16:35,"seeing ""burt's buzz"" #tiff13 @tiff_net #tiff",0,wBoyf4Rd5l6kEsSNgeqO2A
28,KImDfKRpLV1vv7in15gehg,2014-06-03 00:14:52,Cone early for concerts to get best seats,0,nQNjtPpAHw0A8FZj1hPajQ
29,nr2QuEyY_ZKicxnF4eCmLQ,2015-05-16 02:15:14,Bring a light blanket- can be a bit chilly,0,2fqHO2vFbcwVV27c_Irm8Q
30,G43x7mt15BNyQBdpBcE7Qw,2011-07-15 06:27:56,Last Harry Potter movie tonight!,0,lqCJiHlxzRpuYt-u_XQUvg
31,cPDVqc8zfMjeXvuIOKs6lQ,2010-12-03 16:04:40,When I can't make it to Birkdale....this will do.,0,f4mh1Y0rnvbJRfQ3jPkqzQ
32,T0ua11LxP335TfFsuawbNw,2011-07-27 01:22:16,Internship Time!!,0,BxKe9Xt_fN6qBzrTofHuEQ
33,_XcsG3krzuXLXaLDncBITQ,2013-06-04 18:50:43,Movie time,0,pi1DHl64UzYXkVuSwvsUwg
34,9w4vI3LRTA4JdJyzOxeEMw,2010-12-06 00:15:54,Love the new cups for 2011 :),0,afqhAX425oLAbdpIP2hE8g
35,BQkC6RneYfvfG6wRe0hsvQ,2018-02-02 02:53:47,Corkage fee is $25 if you BYOB of wine.,0,0QzCeORfF8EY34UODWRV9A
36,PcBKCHMhV0pxmYjzGUKmYg,2011-10-12 20:35:27,Only theatre that shows my filipino movies!,0,4RoTEeqB_MNn6yaqZmlZHg
37,_ir8NHMtV7KPTwmBmlkmQw,2012-06-06 04:14:03,Snow white with soralala and FH!!! $5 tuesday ~ 21 and over movie! FU to the curly haired man and orange top female trying to cut us!!!,0,BxKe9Xt_fN6qBzrTofHuEQ
38,_5uUOcTyKK1pQYwAL-Xrnw,2013-02-17 14:55:21,Love the Breakfast Club Sandwich served in the AM. Love the $5 admission on shows before noon on the weekends!,0,n-AQFKbW6MnpamdtA6ECpQ
39,6ZC-0LfOAGwaFc5XPke74w,2014-06-09 03:42:17,Great movie,0,zoODlH40edpJYLPLkHilNA
40,WP7FsUsgNW24s7HH5xi7pg,2013-05-28 02:25:49,Star Trek baby!,0,Q3G58vv1ClvH4re9QBsVgQ
41,PPxlsFQILSn4hpkgbrHH8g,2011-07-20 05:36:17,"$5 for Harry Potter,  near empty theater. DEAL!",0,F2DJHnTwMgzgGcl1lX8Q0A
42,Ue_7yUlkEbX4AhnYdUfL7g,2014-02-01 19:39:37,Next to the arcade and Ben & Jerry's.,0,p4JsD_Ya0NRXNdnhbVBs0A
43,r-zUIQPaHzvIyL93wQaoiQ,2013-08-23 22:43:09,"They still use film. No DVD's. Plus, true Indie films every month.",0,G7W2k1oyoWY8GkfWrgixRw
44,udpfGxriuoBdWRBdplJl-w,2011-10-07 20:45:51,Taking Mom and Auntie to watch their filipino movie. Haha,0,4RoTEeqB_MNn6yaqZmlZHg
45,uf1UdKswKWOqFLUvRvvbzA,2013-09-07 23:44:07,Hot food and alcohol in the cinema. What more can you ask for?,0,bzWo5eA5zZjktINg8DdAjw
46,M9rRM6Eo5YbKLKMG5QiIPA,2012-07-25 23:06:59,"finally here to see ""the intouchables.""",0,wxYpbaR3zQuMhgSbUym_xw
47,Gl9XFtwFgIifENxZKqRSfA,2014-06-15 01:32:17,Budget at least 15 minutes the for concession line.,0,GAOeyq-7gt9QByhdcAK3cQ
48,jDeEwcpYK_AjfvpN-TlcXw,2012-07-28 21:19:27,I'm Batman..,0,pJQSdbrtQQVstMUUIICSsA
49,AIRfHhHbSYz6MsZO4yCwQg,2010-05-29 18:42:48,Too humid to move...,0,wYZoSBvIbJWvDl-ruZwJ7Q
50,aT_AzbpcsbodNNtFzPqRVg,2011-12-25 22:38:45,MI4,0,q9wNJpZd1bx22PDpAbwZsA
51,---1lKK3aKOuomHnwAkAow,2010-12-11 03:25:43,Costco tix are best,0,4RoTEeqB_MNn6yaqZmlZHg
52,FHm8NrTzmSkJUCQBjuc9nA,2012-03-15 04:31:20,John Carter 3D. And dessert. With my baby. Happy Birthday sweetheart!!!,0,MM8n7SPaIuMlDGbUM5SZhA
53,LKfsu6hRdMhosIBs7CJXTw,2013-05-26 02:39:43,Yelp has this location misplaced also on the map,0,AKPLL7N4yTidQF7xY8kneg
54,2gu5B_JbJlfZLhihSr-apQ,2012-06-06 02:24:55,Date night!!,0,1wiv2BvvauMj8hS16UuEYw
55,2hyPOIjdK-nQZW6gDhqAng,2011-10-10 07:42:44,Killer Elite ROCKS!!! Theater is clean and inexpensive!  Tonight only 7 people in the whole theater.  Bliss!,0,nOidqR9yk6clKeXbuT_gZg
56,7Xbgbb6-zHxeRrUYqyMSdQ,2016-11-30 08:04:38,This idiot had his bluetooth flashing in his ear the ENTIRE movie!,1,pi1DHl64UzYXkVuSwvsUwg
57,Hi2O8HI-i9KfkAlJOdYzzw,2017-04-01 04:03:34,best theater weve ever been to in the USA. try the south west fried,0,x0dMACZ3NlDWTDyFAW0jHw
58,_TdfTvc0y-aEBcLHgoXlSQ,2011-12-29 06:38:19,The Girl With the Dragon Tattoo,0,p4JsD_Ya0NRXNdnhbVBs0A
59,-qV28-IoKgbdgX2UMuWkAg,2010-07-03 00:00:25,New name no lines!,0,ImU8asw-7e_9sZoDc2lzXA
60,1Av1yTHSl4pi6MPMLC021A,2011-04-08 21:29:22,Good movie theater but no paper towels in the women's restroom.,0,-ipc5f0XiXwH3hbNnro54Q
61,Xra8V8JrbB3YDXXp70L-Cw,2010-12-08 02:23:48,HAIR!,0,1wiv2BvvauMj8hS16UuEYw
62,_-oTR-yaPtsgm5OGFFzr_g,2017-02-26 15:51:34,"Horror film ""The Void"" will debut here Friday, 4/7/17! Check the absolutely revoltingly terrifying trailer at:
thevoidmovie.net
And bring an extra pair of drawers to the screening!",0,JlnDcCfvrmo_cv8OOzhuoQ
63,TBLdjYJMIDaM6dB23AenLw,2014-10-28 02:39:56,"Holy remodel, well done Marquee!",0,TT4XW2WMG0PNyUIFBIINuA
64,U4qKtWpJgDdeA-nxqKU_jg,2012-05-26 22:20:07,Cabin in the Woods!,0,VOh-vGJlUJnaAb3tgPreQg
65,c3JYQjsOjc-Em8-Z3j6wog,2012-07-24 01:55:45,Nanananana Nananana BATMAN!!!,0,Q3G58vv1ClvH4re9QBsVgQ
66,_arAIQ4C_5MfB64ATD7W_w,2011-07-22 06:50:22,"Elmo wants know if there will be a cameo by Captain Morgan, but that wouldn't make sense, he's Navy.",0,ZJKvmjBinGXEagy7l1na7Q
67,5jWaMozd4Ffi9YGwCC3QQw,2016-05-30 21:22:19,"AMC Stubs Rewards Program. BUY THIS!!
Free upgrades for Popcorn & Soda
$10 back for every $100 spent
Zero fees when purchasing tickets on-line!",0,sR0GYpPKs9CzixSLei03Vw
68,Vc2LF9WWbzQ7LWdyOIMZEA,2013-12-29 03:45:59,Raisinettes and popcorn rocks...just sayn....,0,RxNPIAim-2fIw43IilR62g
69,3Vs2S3FQF_xobyuimSayDQ,2010-12-19 20:32:34,Social Network!,0,TCkmgOfreqwSZMTlTGRQhg
70,jfaz1aQqnkbtzQfQyCE8IA,2012-05-21 17:26:32,"$5 manatees (or matinees, your choice) on weekdays.",0,73dPwH6vfycfRjuM9PGnbg
71,G_bJdUPCnL1x6dvRhyHNyw,2012-10-26 02:07:55,Horror movie time,0,BxKe9Xt_fN6qBzrTofHuEQ
72,kBjlWLf5KIYLTkL_1zB7Tw,2013-05-25 02:57:17,Best movie theater in AZ!!!,0,MM8n7SPaIuMlDGbUM5SZhA
73,HJj82f-csBI7jjgenwqhvw,2013-02-17 02:29:57,Check out the movies for sale!,0,vHyHNIhS1fVRplpA-Z9afQ
74,QTIf73lnN4WFoaBKNGetyg,2011-04-10 23:13:27,Hop,0,_98ytLdlPEDp0FTuO31R7Q
75,ImPKYrgX0kBaS3U5zfpjGw,2016-05-01 23:45:12,Such a cool video experience ...could be tough if you get sea sick easily,0,8s1yvcfre7C6G_iONTPXAw
76,mY3NA8f6H0-i38SOjxyhFg,2014-06-28 00:20:08,"Balcony seats are great too 
There is a bar inside and close to all areas.
Enjoy!",0,QAomAHvkk68GcHUfCmzeNg
77,cdCvHUFdssePxowTHIo3dQ,2012-07-21 23:38:44,$5 Tuesday any movie,0,BxKe9Xt_fN6qBzrTofHuEQ
78,Usvn6LvVXlZFcLWqFS-L5g,2011-08-08 01:55:46,Candy or popcorn...I can't decide.,0,Q3G58vv1ClvH4re9QBsVgQ
79,IoaB8996np4kiRGL_zcObQ,2016-01-13 03:24:02,"Search the yelp reviews for the word ""smell"".",0,n-AQFKbW6MnpamdtA6ECpQ
80,c7pPoQPgSUZERW8XVfV0gQ,2016-09-09 16:13:34,Ask if the consession stands are open passed the ticket taker save you some time,0,nkK5-IlOo7cy05R5AuMPfw
81,DVyEHrFu1i5GXxv8edUWRg,2012-03-24 04:49:20,Bb is taking me to watch the HUNGER GAMES  yay lol #moviedate,0,BxKe9Xt_fN6qBzrTofHuEQ
82,-5e4VTnu_pR4Gpv3VSncaw,2016-02-13 19:01:50,"There aren't any extendable footrests in row F. Sadly, I cannot go full sloth.",0,rPqXbho0dwETvjUxW88Ttw
83,LnX7-WmpML5bY6Fzlz468g,2014-06-04 01:11:35,"Watch Maleficent.. should be good , dark and awesome.",0,F2DJHnTwMgzgGcl1lX8Q0A
84,T_RiQ-TOeZf8N2kiCNCiSg,2012-07-30 01:54:07,The Watch,0,K1ekU1q26tNrImHrt3rr2A
85,Wgr1NEK0KsTG4l9zNPaZSw,2011-10-15 04:06:00,Get the carmel popcorn!,0,AKPLL7N4yTidQF7xY8kneg
86,Io5GxWjhtxqiWnoA-6Fh-w,2012-03-20 18:51:25,"Love the buffet, good mix of games, cheap table games, and a good mix of customers.",0,NdUuGRxEH0waBQbL6R7mmg
87,TnhTyk1qfJ8jL2bHpeTrhQ,2013-12-14 04:05:25,"3 ticket self-serve kiosks, and people rarely use them. Last time we went, the line was long and not one person was at the kiosks.  We got in so fast.",0,fZioXnBVf-KAsCFX-P2whg
88,rEVrHXlCNGQNOfWDKxOnTQ,2015-05-17 05:33:55,Go here for the premiers. People seem to forget about this place and don't go here. Way better experience.,0,9pg2QPvwLomBLo9R-J2_Yw
89,M9TjYmTgHayJ22cNkyvW_g,2015-01-12 00:22:15,A small popcorn and one ticket now costs...$17.50. :/,0,Xcj-n1DwX3KcOjvIwLo0jw
90,Xb4aKpOlHkp9dmgTa__Q4g,2016-01-08 05:15:54,My brand new car got hit and there was no cameras so nothing I could do!   And my whole front right panel I'm going to have to get fixed ... :(,0,SMRg_KiTXeUb6xYlB98ocQ
91,qxuJk8rRr2Fm7OphnzOkoQ,2018-01-17 11:55:52,"The floor is not at a high enough angle to account for height differences so if you're height challenged, then it's best to sit in the front row of the mezzanine.",0,hGL0I-qv771etyNBxmOF2w
92,MyW2jAJ_wyVsbqWLlCNIxA,2014-09-20 02:31:14,"Seeing Kinky Boots with my daughter in law. So excited will write more later. I can tell you
Parking sucks",0,1wiv2BvvauMj8hS16UuEYw
93,4wp4XI9AxKNqJima-xahlg,2011-04-21 23:11:58,Superior Doughnuts!,0,Aror3Q3exo1uWxsH4eWkzA
94,wVbz8w4h0cROQZneFimAgA,2014-06-14 00:34:56,Luxury theater is awesome!!,0,zoODlH40edpJYLPLkHilNA
95,EUN1wEPh0hmjfYN9nbt4zw,2015-09-14 01:41:30,Kind of silly you have to pay a surcharge for Costco tickets; and there's no option to purchase online with these. Bleh,0,nJUsNx-LKAZ0FHGm9mnmaw
96,vMf4nEiuCf7ig4k0fMNuzg,2014-06-03 02:23:25,Check in to receive a discount.,0,tuIg103yDqCEcTk5J_h8ow
97,sYl1niCXXzFbyI4UPouM3w,2012-03-15 03:46:53,Come after hours to get a no waiting picture in the Iron Throne from Game of Thrones.,0,imhibWA4C4M7drQSeZZU9g
98,vWP8-aQX0rYJszqkWVL7Ew,2013-05-25 21:35:06,"Yelpers that complain about not having stadium seatings should keep to reviewing food. At least that subject they might know a little about, maybe.",0,NW366Ota9w52nYofW99u1g
99,7J6Hb7VuTsJq50iiNwqvCg,2011-12-29 03:10:58,I see folks with mullets. Time warp!!,0,0QzCeORfF8EY34UODWRV9A
100,6rGVoAI0Bl8ZEbMNJWOK3w,2011-04-28 02:14:08,Finally get to see Billy Elliot!,0,1wiv2BvvauMj8hS16UuEYw
101,8iRZIdkNbL66Ny4iLVcPxQ,2010-11-21 23:37:02,@HP,0,B6YIrpQnwKPidH0Vlh9f9Q
102,uEvusDwoSymbJJ0auR3muQ,2012-10-14 22:37:36,Large popcorn $8,0,-ipc5f0XiXwH3hbNnro54Q
103,UyuWAvDcLp4zU1Wfc1PNXg,2011-01-13 01:42:56,"Grab a Guiness and whiskey at the Irish bar on the way out, reverse happy hour at 9 pm",0,Q3G58vv1ClvH4re9QBsVgQ
104,JhV-D6a2tL6xpzGdBruepg,2013-05-25 14:26:08,Hitting this Badass Dash!,0,p0iEUamJVp_QpaheE-Nz_g
105,coKnuxLznH0FHb34m4ZLCw,2011-10-04 08:23:45,Gambling n Stuff,0,p0iEUamJVp_QpaheE-Nz_g
106,kIV04ZOFnyLcK93XUQh7eQ,2012-05-18 17:10:59,@ Dictator. I'll  go again with you Heyward!,0,m6PIHmB4lWKmZz4oMGV_uw
107,r0j4IpUbcdC1-HfoMYae4w,2014-06-19 00:54:27,1.00 movies on Tuesday !,0,pi1DHl64UzYXkVuSwvsUwg
108,z-0oMxk_Xg1mhEAydCJ4KQ,2012-11-25 05:13:25,Love this place! Get row F if you can!,0,h6Y1-KfN2XBkcrV85CS8yg
109,OrJtep6DewROZMCHOulCaw,2011-12-30 03:29:47,Mission imposible,0,NdUuGRxEH0waBQbL6R7mmg
110,xCNhZtsdXOPr8AwMO8gUuw,2012-07-21 22:49:22,The Dark Knight Rises!!,0,1zOOzjf51hN_xgkxhaS4QA
111,ewDNa_FRoG71UFm56eTGkw,2011-12-30 22:39:29,Bowl week!,0,p0iEUamJVp_QpaheE-Nz_g
112,lQTk7Nl15Dwq-qOHVzBHQg,2011-04-18 22:19:55,Watching Diary of a Wimpy Kid with Briana n Dylan,0,p4JsD_Ya0NRXNdnhbVBs0A
113,8mjlFMAO4nq13sTPYvkFbw,2011-10-16 21:20:14,Seeing the ides of march,0,Q3G58vv1ClvH4re9QBsVgQ
114,qvvpeBLkV4Shx0Teh87lPA,2010-12-22 02:09:08,Try upper level parking by Sears during holiday season.,0,dRDd9zMMH96jl_BlE2-jkA
115,0imBxzOZHCdpRg3hILZfIA,2012-03-22 21:11:49,21 jump street. All the employees here are very nice and friendly.,0,cqjqc8pd3SCxTDWiH49Q5Q
116,PPxlsFQILSn4hpkgbrHH8g,2011-10-09 05:45:14,Real Steel. Hope its good.,0,xJzJpTYC_1k_EE0AWTOPXw
117,jHX2qMpRIg-W32vJgi50lw,2011-07-15 22:40:17,Expecto Patronum...finally time for Harry Potter!,0,xnki9gbekoPntcxZhGx1nw
118,imK7v4l8CH_9r7ReMipA8g,2015-05-25 22:49:28,Le meilleur cinéma downtown!  J'm'y sens bien depuis 1999 ;),0,JSjMfBQ654qyfVdE1CY76w
119,n_Vzepb6aEwmPDtz-ISshA,2012-02-26 23:29:58,Act of valor...,0,-ipc5f0XiXwH3hbNnro54Q
120,vucdcXAh4tMgnjDRrK8JNQ,2013-09-28 18:52:17,Very nice theater and great location.,0,nCAqeub9ERwzSoQwGzr1QQ
121,jKx0XOTrnT6gHiiRZ-UVKg,2012-10-09 02:20:52,Get the Regal Card.  Decent discounts and free popcorn if you go to movies on a regular basis,0,hhoKM8RdfYo97Y72LqmOgw
122,9G-iVpUwnPUz8rbcQmKajw,2011-12-24 21:24:44,Dragon tattoo,0,GAOeyq-7gt9QByhdcAK3cQ
123,sB9W6Tbr1A-ERfUXwJxirQ,2013-02-19 01:21:19,Staff here is always extremely polite and helpful :),0,uH8o7gBowYmbToJqHsbpxg
124,DVyEHrFu1i5GXxv8edUWRg,2011-07-20 05:41:28,Harry potter in IMAX 3D w my babe,0,jobP3ywRd3QNZ_GCoPG2DQ
125,1GdHFA1yLrV8qgjs7duR_A,2011-07-13 00:07:52,Forever & a Day ;D,0,4RoTEeqB_MNn6yaqZmlZHg
126,w3izOrjKX12NYJAdexrOsg,2011-04-30 07:36:26,FAST FIve!!,0,NW366Ota9w52nYofW99u1g
127,d8z9uG3SHTgkCNj5iVcG8w,2012-10-07 23:18:43,Lots of places to eat in this complex!,0,F2DJHnTwMgzgGcl1lX8Q0A
128,u0bAtrQrgEoHjFybAl9FeQ,2013-05-21 04:23:06,$5 movie Mondays! Spread the word...,0,jobP3ywRd3QNZ_GCoPG2DQ
129,4M25m7sE45Q_hNOch4b8fA,2010-12-28 19:50:16,Black swan!,0,-ipc5f0XiXwH3hbNnro54Q
130,xtwoOTTOuZrXj4GQtsueuA,2011-10-15 16:54:35,IMAX audio is amazing. You feel it in your chest.,0,xnki9gbekoPntcxZhGx1nw
131,5mAtWfXaPoy9xNQ2n7GNig,2016-12-07 01:59:22,They don't serve coffee.,0,yV3ak7F2t3n8SO7QsvLgEA
132,ciXjBfJrAEteIKpzZg4I9g,2012-08-10 15:38:36,Go Aaron Cross!,0,GIPY7lBIIY8ITSfu63q-YQ
133,60JrvkRZ8v58-XkZ8B-CQw,2015-05-24 16:19:35,Concession guy seems like he didn't want to be there.,0,_98ytLdlPEDp0FTuO31R7Q
134,MNuHrKCahtRIKbvA90OaZA,2013-02-18 22:48:11,Dining and reclining at Die Hard 27. Ha.,0,MM8n7SPaIuMlDGbUM5SZhA
135,WC1QjEVkGosEW1dmX3ZGrA,2018-02-03 23:15:33,Get there early to get wheelchair seats,0,nvBhlpH8TWbCl70_30gqxg
136,a9dm1z-fW4ExG190j08RJw,2015-01-16 01:33:07,Fandango.com to buy tix online and just walk right in.,0,pJQSdbrtQQVstMUUIICSsA
137,DASkWfrV6kWHE_4xC7BkYQ,2010-11-21 01:00:54,The Other Guys for a buck,0,pi1DHl64UzYXkVuSwvsUwg
138,HcJEucT51evFReaaa_ID_Q,2011-10-05 02:06:05,$6 Tuesday's!!,0,BxKe9Xt_fN6qBzrTofHuEQ
139,0trQpAFas46qG3b3qxkilg,2015-01-21 21:42:27,Sorry...we have no butter. Seriously? You're a movie theater. Need I say more?,0,n-AQFKbW6MnpamdtA6ECpQ
140,8YJvFBE0hWhp_HgxI-tAMA,2016-09-16 23:52:43,"BONUS TIP:  You can usually buy AMC gift cards on eBay for 20% off the list price.  So if you were to purchase a $25 gift card, you would only pay $20. You can then load it right into the AMC app and throw the card or code away.",0,ZJKvmjBinGXEagy7l1na7Q
141,Oz8Bp1NY-Szz4lvSbVsV4Q,2010-07-31 01:53:45,Time for some Inception...,0,-ipc5f0XiXwH3hbNnro54Q
142,8iRZIdkNbL66Ny4iLVcPxQ,2011-07-31 20:05:33,@ Cowboys and Aliens,0,B6YIrpQnwKPidH0Vlh9f9Q
143,zpnDr3EBaVU8QPNHE3eDbg,2011-07-22 05:16:07,Horrible Bosses!,0,-ipc5f0XiXwH3hbNnro54Q
144,XChCfeJ6Yx2NDJIpIgRhyg,2012-07-24 23:39:32,Dark Knight!,0,B7crzLt3Cmq2Uy3JOiMnRw
145,XEHZoTDWjw3w-gcQyYIe4g,2012-07-29 17:51:31,Ted...,0,krCiaZqjU2CeOfwoJWctDg
146,2EuPAGalYnP7eSxPgFCNDg,2017-12-25 22:17:10,Cough up 7.50 if you want Cheetos Popcorn. Sold exclusively and available at select Regal theaters.,0,p4JsD_Ya0NRXNdnhbVBs0A
147,g89D3f_9GnTzHPNoxIpuKQ,2012-03-18 00:04:28,"My first love, Quarter Horses. At the Silver Dollar Circuit.",0,p0iEUamJVp_QpaheE-Nz_g
148,btk3ZCxMwLxVU5iQNJ8JNA,2011-07-12 01:39:38,Horrible Bosses,0,xJzJpTYC_1k_EE0AWTOPXw
149,FfAv2iM5wmFgmoXvLJ_JUA,2011-10-08 02:11:29,Yeah- girls night out!,0,9EytPnh_lzU6STtd6cljCQ
150,2rZL_6dxzOAOPIosdDjZsg,2011-07-16 03:08:11,Harry Potter!!!!!!!!!!! =D,0,BxKe9Xt_fN6qBzrTofHuEQ
151,Y-0ERxJTCOhOwehlA_JI0g,2012-01-01 19:24:24,Only ones in the theater!,0,5c19hhJGZ630iCxo5egLuA
152,vPJ2viVSZ2761UMxYMqwfQ,2012-01-17 03:57:58,date night!!! oooo ya!!!,0,-ipc5f0XiXwH3hbNnro54Q
153,8NPnK5h5Te91Ot6nbX9a5g,2012-05-27 18:33:18,Fave bowling spot!,0,p0iEUamJVp_QpaheE-Nz_g
154,yis0tDX83YnFLzUbKZ_KFg,2012-01-15 02:16:05,Iron Lady on the BIG screen! Meryl Streep has never been so big.,0,F8FHXQBpMu1erLSTwUxYeQ
155,vIsEJsMbPGOVsSp04cc6EQ,2010-12-18 04:09:35,Pronounce this:  christislamakwansakah.  Politically correct holiday greeting.,0,HZi427Fb9-lpVdwZKTk7yA
156,DASkWfrV6kWHE_4xC7BkYQ,2010-12-16 05:00:09,Bowling: locals get 1st game free w/ id,0,vDhifJNAtVFGjqJM5hFQkg
157,Yi5KGA-QvolRWNeDfzEKrw,2012-05-25 20:12:27,"Right off 271. Nice Cinemark, but I'd go to Valley View unless too far.",0,BQeIEeMj5_K5Az1DbSHSsw
158,jJWAf2Vi5slYW7hA4tNueg,2011-08-09 20:10:19,Captain america was good!!  :-),0,sR0GYpPKs9CzixSLei03Vw
159,vLViu2g_fVFqexb-NBhx4Q,2012-03-17 06:24:01,21 jump street!,0,cqjqc8pd3SCxTDWiH49Q5Q
160,T1jicY-vxpCOTl5SIdVLxg,2012-08-05 18:54:25,Happy friendship day!!! xoxoxo,0,MM8n7SPaIuMlDGbUM5SZhA
161,-0pk51AO1qQtkGukYaZ2rA,2016-06-12 18:32:36,Has gone downhill since they've started to weed out and fire old staff. What a shame,0,nkK5-IlOo7cy05R5AuMPfw
162,0QREkWHGO8-Z_70qx1BIWw,2012-07-28 23:45:01,Great theater! AND they validate your parking :),0,4R-tCDl-s4m89M1KJmiKOw
163,NMmu4oC-YRqdi0WY9pV78g,2010-03-13 02:43:14,Movies are here.,0,VOh-vGJlUJnaAb3tgPreQg
164,dLWDy4yzVzMQuhjoEcRO0g,2012-08-19 02:20:37,: ),0,_98ytLdlPEDp0FTuO31R7Q
165,sabwyIBd5jMWNimKVNllaQ,2013-09-08 19:01:25,"The Butler, with my wife's 100 year old grandmother.",0,bsh9cybt86WpquD9UkG7yQ
166,mnDv7bo0HjB6hboYKLazSw,2012-08-04 17:18:30,The Dark Knight Rises FTW!!!,0,lqCJiHlxzRpuYt-u_XQUvg
167,o68A_3bAJTge-ioGXHdxKA,2011-04-17 05:03:04,Special pricing for first and last shows,0,nvBhlpH8TWbCl70_30gqxg
168,PHMUXzeuaVetxsvhhcwscA,2012-03-21 00:55:09,five bucks on Tuesdays and  15 for carload on Thursdays!:) cheap and fun for dates or hangouts,0,o90H4ryS1MmRaXKtExgP1w
169,8kZsE4fLDufW20JKfEOnYA,2012-01-07 20:26:18,Pirate exhibit? In Phx? Awesome!!!,0,kPorLswaS8h4xy-notLk9Q
