,Unnamed: 0,user_id,business_id,text,date,compliment_count
26,2049,qmjoMFMZdLH69_6eGTGDZw,HgwOtz8ObpFkzfNbtewwWw,"['smell', 'like', 'feet']",2012-10-27 19:29:37,0
27,2082,vMf4nEiuCf7ig4k0fMNuzg,Q3G58vv1ClvH4re9QBsVgQ,"['cine', 'capre', 'use', 'wait', 'cine', 'capre']",2014-04-05 22:01:14,0
28,2097,vPCIxplN7Oz-NB48iUQNfg,wBoyf4Rd5l6kEsSNgeqO2A,"['burts', 'buzz', 'tiff13', 'tiffnet', 'tiff']",2013-09-08 20:16:35,0
29,2282,KImDfKRpLV1vv7in15gehg,nQNjtPpAHw0A8FZj1hPajQ,"['cone', 'early', 'concert', 'best', 'seat']",2014-06-03 00:14:52,0
30,2388,nr2QuEyY_ZKicxnF4eCmLQ,2fqHO2vFbcwVV27c_Irm8Q,"['bring', 'light', 'blanket', 'bite', 'chilly']",2015-05-16 02:15:14,0
31,2410,G43x7mt15BNyQBdpBcE7Qw,lqCJiHlxzRpuYt-u_XQUvg,"['harry', 'potter', 'movie', 'tonight']",2011-07-15 06:27:56,0
32,2440,cPDVqc8zfMjeXvuIOKs6lQ,f4mh1Y0rnvbJRfQ3jPkqzQ,"['ca', 'notmake', 'birkdalethis']",2010-12-03 16:04:40,0
33,2465,T0ua11LxP335TfFsuawbNw,BxKe9Xt_fN6qBzrTofHuEQ,"['internship', 'time']",2011-07-27 01:22:16,0
34,2546,_XcsG3krzuXLXaLDncBITQ,pi1DHl64UzYXkVuSwvsUwg,"['movie', 'time']",2013-06-04 18:50:43,0
35,2636,9w4vI3LRTA4JdJyzOxeEMw,afqhAX425oLAbdpIP2hE8g,"['love', 'new', 'cup', '2011']",2010-12-06 00:15:54,0
36,2778,BQkC6RneYfvfG6wRe0hsvQ,0QzCeORfF8EY34UODWRV9A,"['corkage', 'fee', '25', 'byob', 'wine']",2018-02-02 02:53:47,0
37,2835,PcBKCHMhV0pxmYjzGUKmYg,4RoTEeqB_MNn6yaqZmlZHg,"['theatre', 'filipinomovies']",2011-10-12 20:35:27,0
38,2907,_ir8NHMtV7KPTwmBmlkmQw,BxKe9Xt_fN6qBzrTofHuEQ,"['snow', 'white', 'soralala', 'fh', '5', 'tuesday', '21', 'movie', 'fu', 'curly', 'haired', 'man', 'orange', 'female', 'try', 'cut']",2012-06-06 04:14:03,0
39,2911,_5uUOcTyKK1pQYwAL-Xrnw,n-AQFKbW6MnpamdtA6ECpQ,"['love', 'breakfast', 'club', 'sandwich', 'serve', 'love', '5', 'admission', 'noon', 'weekend']",2013-02-17 14:55:21,0
40,2929,6ZC-0LfOAGwaFc5XPke74w,zoODlH40edpJYLPLkHilNA,"['great', 'movie']",2014-06-09 03:42:17,0
41,2982,WP7FsUsgNW24s7HH5xi7pg,Q3G58vv1ClvH4re9QBsVgQ,"['star', 'trek', 'baby']",2013-05-28 02:25:49,0
42,3073,PPxlsFQILSn4hpkgbrHH8g,F2DJHnTwMgzgGcl1lX8Q0A,"['5', 'harry', 'potter', 'near', 'theater', 'deal']",2011-07-20 05:36:17,0
43,3403,Ue_7yUlkEbX4AhnYdUfL7g,p4JsD_Ya0NRXNdnhbVBs0A,"['next', 'arcade', 'ben', 'jerrys']",2014-02-01 19:39:37,0
44,3653,r-zUIQPaHzvIyL93wQaoiQ,G7W2k1oyoWY8GkfWrgixRw,"['use', 'film', 'no', 'dvds', 'plus', 'true', 'indie', 'film', 'month']",2013-08-23 22:43:09,0
45,3764,udpfGxriuoBdWRBdplJl-w,4RoTEeqB_MNn6yaqZmlZHg,"['mom', 'auntie', 'watch', 'filipinomovie', 'haha']",2011-10-07 20:45:51,0
46,3766,uf1UdKswKWOqFLUvRvvbzA,bzWo5eA5zZjktINg8DdAjw,"['hot', 'food', 'alcohol', 'cinema', 'ask']",2013-09-07 23:44:07,0
47,3871,M9rRM6Eo5YbKLKMG5QiIPA,wxYpbaR3zQuMhgSbUym_xw,"['finally', 'intouchables']",2012-07-25 23:06:59,0
48,4179,Gl9XFtwFgIifENxZKqRSfA,GAOeyq-7gt9QByhdcAK3cQ,"['budget', '15', 'minutes', 'concession', 'line']",2014-06-15 01:32:17,0
49,4225,jDeEwcpYK_AjfvpN-TlcXw,pJQSdbrtQQVstMUUIICSsA,"['im', 'batman']",2012-07-28 21:19:27,0
50,4230,AIRfHhHbSYz6MsZO4yCwQg,wYZoSBvIbJWvDl-ruZwJ7Q,['humid'],2010-05-29 18:42:48,0
51,4405,aT_AzbpcsbodNNtFzPqRVg,q9wNJpZd1bx22PDpAbwZsA,['mi4'],2011-12-25 22:38:45,0
52,4432,---1lKK3aKOuomHnwAkAow,4RoTEeqB_MNn6yaqZmlZHg,"['costco', 'tix', 'best']",2010-12-11 03:25:43,0
53,4461,FHm8NrTzmSkJUCQBjuc9nA,MM8n7SPaIuMlDGbUM5SZhA,"['john', 'carter', '3d', 'dessert', 'baby', 'happy', 'birthday', 'sweetheart']",2012-03-15 04:31:20,0
54,4626,LKfsu6hRdMhosIBs7CJXTw,AKPLL7N4yTidQF7xY8kneg,"['yelp', 'location', 'misplace', 'map']",2013-05-26 02:39:43,0
55,4721,2gu5B_JbJlfZLhihSr-apQ,1wiv2BvvauMj8hS16UuEYw,"['date', 'night']",2012-06-06 02:24:55,0
56,4784,2hyPOIjdK-nQZW6gDhqAng,nOidqR9yk6clKeXbuT_gZg,"['killer', 'elite', 'rock', 'theater', 'clean', 'inexpensive', 'tonight', '7', 'people', 'theater', 'bliss']",2011-10-10 07:42:44,0
57,4791,7Xbgbb6-zHxeRrUYqyMSdQ,pi1DHl64UzYXkVuSwvsUwg,"['idiot', 'bluetooth', 'flash', 'ear', 'entire', 'movie']",2016-11-30 08:04:38,1
58,4794,Hi2O8HI-i9KfkAlJOdYzzw,x0dMACZ3NlDWTDyFAW0jHw,"['best', 'theater', 'weve', 'usa', 'try', 'south', 'west', 'fry']",2017-04-01 04:03:34,0
59,4795,_TdfTvc0y-aEBcLHgoXlSQ,p4JsD_Ya0NRXNdnhbVBs0A,"['girl', 'dragon', 'tattoo']",2011-12-29 06:38:19,0
60,4883,-qV28-IoKgbdgX2UMuWkAg,ImU8asw-7e_9sZoDc2lzXA,"['new', 'nolines']",2010-07-03 00:00:25,0
61,4985,1Av1yTHSl4pi6MPMLC021A,-ipc5f0XiXwH3hbNnro54Q,"['good', 'movie', 'theater', 'nopaper', 'towel', 'womens', 'restroom']",2011-04-08 21:29:22,0
62,5072,Xra8V8JrbB3YDXXp70L-Cw,1wiv2BvvauMj8hS16UuEYw,['hair'],2010-12-08 02:23:48,0
63,5110,_-oTR-yaPtsgm5OGFFzr_g,JlnDcCfvrmo_cv8OOzhuoQ,"['horror', 'film', 'void', 'debut', 'friday', '4717', 'check', 'absolutely', 'revoltingly', 'terrify', 'trailer', 'thevoidmovienet', 'bring', 'extra', 'pair', 'drawers', 'screen']",2017-02-26 15:51:34,0
64,5114,TBLdjYJMIDaM6dB23AenLw,TT4XW2WMG0PNyUIFBIINuA,"['holy', 'remodel', 'marquee']",2014-10-28 02:39:56,0
65,5150,U4qKtWpJgDdeA-nxqKU_jg,VOh-vGJlUJnaAb3tgPreQg,"['cabin', 'woods']",2012-05-26 22:20:07,0
66,5167,c3JYQjsOjc-Em8-Z3j6wog,Q3G58vv1ClvH4re9QBsVgQ,"['nanananana', 'nananana', 'batman']",2012-07-24 01:55:45,0
67,5193,_arAIQ4C_5MfB64ATD7W_w,ZJKvmjBinGXEagy7l1na7Q,"['elmo', 'want', 'know', 'cameo', 'captain', 'morgan', 'wouldnotmake', 'sense', 'hes', 'navy']",2011-07-22 06:50:22,0
68,5292,5jWaMozd4Ffi9YGwCC3QQw,sR0GYpPKs9CzixSLei03Vw,"['amc', 'stub', 'reward', 'program', 'buy', 'free', 'upgrade', 'popcorn', 'soda', '10', '100', 'spend', 'zero', 'fee', 'purchase', 'ticket', 'online']",2016-05-30 21:22:19,0
69,5322,Vc2LF9WWbzQ7LWdyOIMZEA,RxNPIAim-2fIw43IilR62g,"['raisinettes', 'popcorn', 'rocksjust', 'sayn']",2013-12-29 03:45:59,0
70,5342,3Vs2S3FQF_xobyuimSayDQ,TCkmgOfreqwSZMTlTGRQhg,"['social', 'network']",2010-12-19 20:32:34,0
71,5380,jfaz1aQqnkbtzQfQyCE8IA,73dPwH6vfycfRjuM9PGnbg,"['5', 'manatees', 'matinees', 'choice', 'weekdays']",2012-05-21 17:26:32,0
72,5432,G_bJdUPCnL1x6dvRhyHNyw,BxKe9Xt_fN6qBzrTofHuEQ,"['horror', 'movie', 'time']",2012-10-26 02:07:55,0
73,5433,kBjlWLf5KIYLTkL_1zB7Tw,MM8n7SPaIuMlDGbUM5SZhA,"['best', 'movie', 'theater', 'az']",2013-05-25 02:57:17,0
74,5630,HJj82f-csBI7jjgenwqhvw,vHyHNIhS1fVRplpA-Z9afQ,"['check', 'movies', 'sale']",2013-02-17 02:29:57,0
75,5684,QTIf73lnN4WFoaBKNGetyg,_98ytLdlPEDp0FTuO31R7Q,['hop'],2011-04-10 23:13:27,0
76,5686,ImPKYrgX0kBaS3U5zfpjGw,8s1yvcfre7C6G_iONTPXAw,"['cool', 'video', 'experience', 'tough', 'sea', 'sick', 'easily']",2016-05-01 23:45:12,0
77,5697,mY3NA8f6H0-i38SOjxyhFg,QAomAHvkk68GcHUfCmzeNg,"['balcony', 'seat', 'great', 'bar', 'inside', 'close', 'areas', 'enjoy']",2014-06-28 00:20:08,0
78,5817,cdCvHUFdssePxowTHIo3dQ,BxKe9Xt_fN6qBzrTofHuEQ,"['5', 'tuesday', 'movie']",2012-07-21 23:38:44,0
79,5864,Usvn6LvVXlZFcLWqFS-L5g,Q3G58vv1ClvH4re9QBsVgQ,"['candy', 'popcorni', 'ca', 'notdecide']",2011-08-08 01:55:46,0
80,5991,IoaB8996np4kiRGL_zcObQ,n-AQFKbW6MnpamdtA6ECpQ,"['search', 'yelp', 'review', 'word', 'smell']",2016-01-13 03:24:02,0
81,6161,c7pPoQPgSUZERW8XVfV0gQ,nkK5-IlOo7cy05R5AuMPfw,"['ask', 'consession', 'stand', 'open', 'pass', 'ticket', 'taker', 'save', 'time']",2016-09-09 16:13:34,0
82,6175,DVyEHrFu1i5GXxv8edUWRg,BxKe9Xt_fN6qBzrTofHuEQ,"['bb', 'watch', 'hunger', 'game', 'yay', 'lol', 'moviedate']",2012-03-24 04:49:20,0
83,6200,-5e4VTnu_pR4Gpv3VSncaw,rPqXbho0dwETvjUxW88Ttw,"['notany', 'extendable', 'footrests', 'row', 'f', 'sadly', 'cannotgo', 'sloth']",2016-02-13 19:01:50,0
84,6236,LnX7-WmpML5bY6Fzlz468g,F2DJHnTwMgzgGcl1lX8Q0A,"['watch', 'maleficent', 'shouldbe', 'good', 'dark', 'awesome']",2014-06-04 01:11:35,0
85,6273,T_RiQ-TOeZf8N2kiCNCiSg,K1ekU1q26tNrImHrt3rr2A,['watch'],2012-07-30 01:54:07,0
86,6278,Wgr1NEK0KsTG4l9zNPaZSw,AKPLL7N4yTidQF7xY8kneg,"['carmel', 'popcorn']",2011-10-15 04:06:00,0
87,6360,Io5GxWjhtxqiWnoA-6Fh-w,NdUuGRxEH0waBQbL6R7mmg,"['love', 'buffet', 'good', 'mix', 'game', 'cheap', 'table', 'game', 'good', 'mix', 'customers']",2012-03-20 18:51:25,0
88,6497,TnhTyk1qfJ8jL2bHpeTrhQ,fZioXnBVf-KAsCFX-P2whg,"['3', 'ticket', 'selfserve', 'kiosks', 'people', 'rarely', 'use', 'time', 'line', 'long', 'notone', 'person', 'kiosks', 'fast']",2013-12-14 04:05:25,0
89,6502,rEVrHXlCNGQNOfWDKxOnTQ,9pg2QPvwLomBLo9R-J2_Yw,"['premier', 'people', 'forget', 'place', 'notgo', 'way', 'better', 'experience']",2015-05-17 05:33:55,0
90,6699,M9TjYmTgHayJ22cNkyvW_g,Xcj-n1DwX3KcOjvIwLo0jw,"['small', 'popcorn', 'ticket', 'now', 'costs1750']",2015-01-12 00:22:15,0
91,6751,Xb4aKpOlHkp9dmgTa__Q4g,SMRg_KiTXeUb6xYlB98ocQ,"['brand', 'new', 'car', 'hit', 'nocameras', 'nothing', 'fro', 'notright', 'panel', 'im', 'fix']",2016-01-08 05:15:54,0
92,6779,qxuJk8rRr2Fm7OphnzOkoQ,hGL0I-qv771etyNBxmOF2w,"['floor', 'notat', 'high', 'angle', 'accou', 'notfor', 'height', 'differences', 'youre', 'height', 'challenge', 'best', 'sit', 'fro', 'notrow', 'mezzanine']",2018-01-17 11:55:52,0
93,6788,MyW2jAJ_wyVsbqWLlCNIxA,1wiv2BvvauMj8hS16UuEYw,"['kinky', 'boot', 'daughter', 'law', 'excite', 'write', 'later', 'tell', 'park', 'suck']",2014-09-20 02:31:14,0
94,6790,4wp4XI9AxKNqJima-xahlg,Aror3Q3exo1uWxsH4eWkzA,"['superior', 'doughnuts']",2011-04-21 23:11:58,0
95,6832,wVbz8w4h0cROQZneFimAgA,zoODlH40edpJYLPLkHilNA,"['luxury', 'theater', 'awesome']",2014-06-14 00:34:56,0
96,6853,EUN1wEPh0hmjfYN9nbt4zw,nJUsNx-LKAZ0FHGm9mnmaw,"['kind', 'silly', 'pay', 'surcharge', 'costco', 'ticket', 'theres', 'nooption', 'purchase', 'online', 'bleh']",2015-09-14 01:41:30,0
97,7005,vMf4nEiuCf7ig4k0fMNuzg,tuIg103yDqCEcTk5J_h8ow,"['check', 'receive', 'discount']",2014-06-03 02:23:25,0
98,7024,sYl1niCXXzFbyI4UPouM3w,imhibWA4C4M7drQSeZZU9g,"['come', 'hours', 'nowaiting', 'picture', 'iron', 'throne', 'game', 'throne']",2012-03-15 03:46:53,0
99,7039,vWP8-aQX0rYJszqkWVL7Ew,NW366Ota9w52nYofW99u1g,"['yelpers', 'complain', 'nothaving', 'stadium', 'seat', 'shouldkeep', 'review', 'food', 'subject', 'know', 'little', 'maybe']",2013-05-25 21:35:06,0
100,7050,7J6Hb7VuTsJq50iiNwqvCg,0QzCeORfF8EY34UODWRV9A,"['folks', 'mullets', 'time', 'warp']",2011-12-29 03:10:58,0
101,7062,6rGVoAI0Bl8ZEbMNJWOK3w,1wiv2BvvauMj8hS16UuEYw,"['finally', 'billy', 'elliot']",2011-04-28 02:14:08,0
102,7194,8iRZIdkNbL66Ny4iLVcPxQ,B6YIrpQnwKPidH0Vlh9f9Q,['hp'],2010-11-21 23:37:02,0
103,7372,uEvusDwoSymbJJ0auR3muQ,-ipc5f0XiXwH3hbNnro54Q,"['large', 'popcorn', '8']",2012-10-14 22:37:36,0
104,7400,UyuWAvDcLp4zU1Wfc1PNXg,Q3G58vv1ClvH4re9QBsVgQ,"['grab', 'guiness', 'whiskey', 'irish', 'bar', 'way', 'reverse', 'happy', 'hour', '9', 'pm']",2011-01-13 01:42:56,0
105,7430,JhV-D6a2tL6xpzGdBruepg,p0iEUamJVp_QpaheE-Nz_g,"['hit', 'badass', 'dash']",2013-05-25 14:26:08,0
106,7790,coKnuxLznH0FHb34m4ZLCw,p0iEUamJVp_QpaheE-Nz_g,"['gamble', 'n', 'stuff']",2011-10-04 08:23:45,0
107,7798,kIV04ZOFnyLcK93XUQh7eQ,m6PIHmB4lWKmZz4oMGV_uw,"['dictator', 'ill', 'heyward']",2012-05-18 17:10:59,0
108,7830,r0j4IpUbcdC1-HfoMYae4w,pi1DHl64UzYXkVuSwvsUwg,"['100', 'movies', 'tuesday']",2014-06-19 00:54:27,0
109,8014,z-0oMxk_Xg1mhEAydCJ4KQ,h6Y1-KfN2XBkcrV85CS8yg,"['love', 'place', 'row', 'f']",2012-11-25 05:13:25,0
110,8249,OrJtep6DewROZMCHOulCaw,NdUuGRxEH0waBQbL6R7mmg,"['mission', 'imposible']",2011-12-30 03:29:47,0
111,8391,xCNhZtsdXOPr8AwMO8gUuw,1zOOzjf51hN_xgkxhaS4QA,"['dark', 'knight', 'rise']",2012-07-21 22:49:22,0
112,8421,ewDNa_FRoG71UFm56eTGkw,p0iEUamJVp_QpaheE-Nz_g,"['bowl', 'week']",2011-12-30 22:39:29,0
113,8436,lQTk7Nl15Dwq-qOHVzBHQg,p4JsD_Ya0NRXNdnhbVBs0A,"['watch', 'diary', 'wimpy', 'kid', 'briana', 'n', 'dylan']",2011-04-18 22:19:55,0
114,8614,8mjlFMAO4nq13sTPYvkFbw,Q3G58vv1ClvH4re9QBsVgQ,"['ides', 'march']",2011-10-16 21:20:14,0
115,8656,qvvpeBLkV4Shx0Teh87lPA,dRDd9zMMH96jl_BlE2-jkA,"['try', 'upper', 'level', 'park', 'sear', 'holiday', 'season']",2010-12-22 02:09:08,0
116,8707,m1TWIikS46S-THmbGUSEHg,fZioXnBVf-KAsCFX-P2whg,['carter'],2012-03-26 05:26:30,0
117,8723,0imBxzOZHCdpRg3hILZfIA,cqjqc8pd3SCxTDWiH49Q5Q,"['21', 'jump', 'street', 'employees', 'nice', 'friendly']",2012-03-22 21:11:49,0
118,8770,PPxlsFQILSn4hpkgbrHH8g,xJzJpTYC_1k_EE0AWTOPXw,"['real', 'steel', 'hope', 'good']",2011-10-09 05:45:14,0
119,8945,jHX2qMpRIg-W32vJgi50lw,xnki9gbekoPntcxZhGx1nw,"['expecto', 'patronumfinally', 'time', 'harry', 'potter']",2011-07-15 22:40:17,0
120,8986,imK7v4l8CH_9r7ReMipA8g,JSjMfBQ654qyfVdE1CY76w,"['le', 'meilleur', 'cinéma', 'downtown', 'jmy', 'sens', 'bien', 'depuis', '1999']",2015-05-25 22:49:28,0
121,9045,n_Vzepb6aEwmPDtz-ISshA,-ipc5f0XiXwH3hbNnro54Q,"['act', 'valor']",2012-02-26 23:29:58,0
122,9104,vucdcXAh4tMgnjDRrK8JNQ,nCAqeub9ERwzSoQwGzr1QQ,"['nice', 'theater', 'great', 'location']",2013-09-28 18:52:17,0
123,9429,jKx0XOTrnT6gHiiRZ-UVKg,hhoKM8RdfYo97Y72LqmOgw,"['regal', 'card', 'dece', 'notdiscounts', 'free', 'popcorn', 'movies', 'regular', 'basis']",2012-10-09 02:20:52,0
124,9612,9G-iVpUwnPUz8rbcQmKajw,GAOeyq-7gt9QByhdcAK3cQ,"['dragon', 'tattoo']",2011-12-24 21:24:44,0
125,9744,sB9W6Tbr1A-ERfUXwJxirQ,uH8o7gBowYmbToJqHsbpxg,"['staff', 'extremely', 'polite', 'helpful']",2013-02-19 01:21:19,0
126,9904,DVyEHrFu1i5GXxv8edUWRg,jobP3ywRd3QNZ_GCoPG2DQ,"['harry', 'potter', 'imax', '3d', 'w', 'babe']",2011-07-20 05:41:28,0
127,9954,1GdHFA1yLrV8qgjs7duR_A,4RoTEeqB_MNn6yaqZmlZHg,"['forever', 'day', 'd']",2011-07-13 00:07:52,0
128,10113,GCp8r28v186HKLrXB7pG2g,krCiaZqjU2CeOfwoJWctDg,['batman'],2012-07-24 21:32:59,0
129,10262,w3izOrjKX12NYJAdexrOsg,NW366Ota9w52nYofW99u1g,['fast'],2011-04-30 07:36:26,0
130,10293,d8z9uG3SHTgkCNj5iVcG8w,F2DJHnTwMgzgGcl1lX8Q0A,"['lot', 'place', 'eat', 'complex']",2012-10-07 23:18:43,0
131,10373,u0bAtrQrgEoHjFybAl9FeQ,jobP3ywRd3QNZ_GCoPG2DQ,"['5', 'movie', 'mondays', 'spread', 'word']",2013-05-21 04:23:06,0
132,10381,4M25m7sE45Q_hNOch4b8fA,-ipc5f0XiXwH3hbNnro54Q,"['black', 'swan']",2010-12-28 19:50:16,0
133,10480,xtwoOTTOuZrXj4GQtsueuA,xnki9gbekoPntcxZhGx1nw,"['imax', 'audio', 'amaze', 'feel', 'chest']",2011-10-15 16:54:35,0
134,10556,5mAtWfXaPoy9xNQ2n7GNig,yV3ak7F2t3n8SO7QsvLgEA,"['notserve', 'coffee']",2016-12-07 01:59:22,0
135,10557,ciXjBfJrAEteIKpzZg4I9g,GIPY7lBIIY8ITSfu63q-YQ,"['aaron', 'cross']",2012-08-10 15:38:36,0
136,10700,60JrvkRZ8v58-XkZ8B-CQw,_98ytLdlPEDp0FTuO31R7Q,"['concession', 'guy', 'like', 'notwa', 'notto']",2015-05-24 16:19:35,0
137,10908,MNuHrKCahtRIKbvA90OaZA,MM8n7SPaIuMlDGbUM5SZhA,"['din', 'recline', 'die', 'hard', '27', 'ha']",2013-02-18 22:48:11,0
138,10989,WC1QjEVkGosEW1dmX3ZGrA,nvBhlpH8TWbCl70_30gqxg,"['early', 'wheelchair', 'seat']",2018-02-03 23:15:33,0
139,11044,a9dm1z-fW4ExG190j08RJw,pJQSdbrtQQVstMUUIICSsA,"['fandangocom', 'buy', 'tix', 'online', 'just', 'walk', 'right']",2015-01-16 01:33:07,0
140,11254,DASkWfrV6kWHE_4xC7BkYQ,pi1DHl64UzYXkVuSwvsUwg,"['guy', 'buck']",2010-11-21 01:00:54,0
141,11322,HcJEucT51evFReaaa_ID_Q,BxKe9Xt_fN6qBzrTofHuEQ,"['6', 'tuesdays']",2011-10-05 02:06:05,0
142,11468,0trQpAFas46qG3b3qxkilg,n-AQFKbW6MnpamdtA6ECpQ,"['sorrywe', 'nobutter', 'seriously', 'youre', 'movie', 'theater', 'need', 'say']",2015-01-21 21:42:27,0
143,11559,8YJvFBE0hWhp_HgxI-tAMA,ZJKvmjBinGXEagy7l1na7Q,"['bonus', 'tip', 'usually', 'buy', 'amc', 'gift', 'card', 'ebay', '20', 'list', 'price', 'purchase', '25', 'gift', 'card', 'wouldonly', 'pay', '20', 'load', 'right', 'amc', 'app', 'throw', 'card', 'code', 'away']",2016-09-16 23:52:43,0
144,11632,Oz8Bp1NY-Szz4lvSbVsV4Q,-ipc5f0XiXwH3hbNnro54Q,"['time', 'inception']",2010-07-31 01:53:45,0
145,11696,8iRZIdkNbL66Ny4iLVcPxQ,B6YIrpQnwKPidH0Vlh9f9Q,"['cowboys', 'alien']",2011-07-31 20:05:33,0
146,11731,zpnDr3EBaVU8QPNHE3eDbg,-ipc5f0XiXwH3hbNnro54Q,"['horrible', 'boss']",2011-07-22 05:16:07,0
147,11755,XChCfeJ6Yx2NDJIpIgRhyg,B7crzLt3Cmq2Uy3JOiMnRw,"['dark', 'knight']",2012-07-24 23:39:32,0
148,11870,XEHZoTDWjw3w-gcQyYIe4g,krCiaZqjU2CeOfwoJWctDg,['ted'],2012-07-29 17:51:31,0
149,11882,2EuPAGalYnP7eSxPgFCNDg,p4JsD_Ya0NRXNdnhbVBs0A,"['cough', '750', 'wa', 'notcheetos', 'popcorn', 'sell', 'exclusively', 'available', 'select', 'regal', 'theaters']",2017-12-25 22:17:10,0
150,11900,g89D3f_9GnTzHPNoxIpuKQ,p0iEUamJVp_QpaheE-Nz_g,"['love', 'quarter', 'horse', 'silver', 'dollar', 'circuit']",2012-03-18 00:04:28,0
